name,seed,gamma,model,pooling,momentum,patience,drop_prob,num_views,optimizer,scheduler,step_size,task_name,batch_size,hidden_dim,num_epochs,view_index,enable_wandb,detailed_logs,learning_rate,use_scheduler,_runtime,_step,_timestamp,dev_accuracy,dev_auroc,dev_f1_score,dev_loss,test_accuracy,test_auroc,test_f1_score,test_precision,test_recall,train_loss,_wandb.runtime
worthy-sweep-3331,7121,0.8808588244592819,VideoPrism,mean,0.9,3,0.2558783851163964,1,AdamW,reduce,11,sustained_phonation_a,256,512,46,0,True,False,0.006805493920351033,yes,4,46,1769184252.201753,0.7904411764705882,0.8449677265120727,0.6815642458100558,0.4788723272435806,0.70703125,0.7897978959025471,0.5222929936305732,0.5616438356164384,0.4880952380952381,0.3442019925546013,4
brisk-sweep-5324,10078,0.8808588244592819,VideoPrism,mean,0.9,3,0.4596432660615485,1,AdamW,step,11,sustained_phonation_a,256,512,54,0,True,False,0.003916368925564431,yes,3,54,1769231440.719371,0.7830882352941176,0.8449677265120727,0.7064676616915423,0.4781632037723766,0.7265625,0.7974806201550388,0.5977011494252874,0.5777777777777777,0.6190476190476191,0.3236792799359495,3
grateful-sweep-3428,80996,0.8808588244592819,VideoPrism,mean,0.9,3,0.2127019116259812,1,AdamW,reduce,11,sustained_phonation_a,256,1024,107,0,True,False,0.002485706116166168,yes,8,107,1769186666.3583157,0.7941176470588235,0.8448481950753048,0.7052631578947368,0.473575399202459,0.70703125,0.793812292358804,0.5398773006134969,0.5569620253164557,0.5238095238095238,0.355042179401591,8
mild-sweep-8995,38427,0.8808588244592819,VideoPrism,mean,0.9,3,0.23310800858578296,1,AdamW,reduce,11,sustained_phonation_a,256,1024,140,0,True,False,0.004732367594416981,no,9,140,1769313928.9781826,0.7794117647058824,0.8447884293569208,0.7087378640776699,0.47828705871806426,0.71484375,0.7915282392026578,0.6054054054054054,0.5544554455445545,0.6666666666666666,0.3444990295696604,9
faithful-sweep-14640,39473,0.8808588244592819,VideoPrism,mean,0.9,3,0.2604678812880686,1,AdamW,reduce,11,sustained_phonation_a,256,1024,146,0,True,False,0.004318911304153493,no,8,146,1769441885.4741604,0.7683823529411765,0.844728663638537,0.6896551724137931,0.4763384215972003,0.71484375,0.792358803986711,0.5730994152046783,0.5632183908045977,0.5833333333333334,0.34499430199871595,8
lunar-sweep-13997,64665,0.8808588244592819,VideoPrism,mean,0.9,3,0.3070356039575207,1,AdamW,step,11,sustained_phonation_a,256,1024,147,0,True,False,0.004301823035398222,no,7,147,1769427114.7151604,0.7757352941176471,0.8447286636385369,0.680628272251309,0.4656430447802824,0.7265625,0.7940891472868217,0.5569620253164557,0.5945945945945946,0.5238095238095238,0.4008713817208179,7
solar-sweep-11670,81033,0.8808588244592819,VideoPrism,mean,0.9,3,0.1732039208607294,1,AdamW,step,11,sustained_phonation_a,256,512,78,0,True,False,0.0022583902889976733,yes,5,78,1769374465.2236078,0.7904411764705882,0.8447286636385369,0.6705202312138728,0.47533003722920136,0.72265625,0.7938815060908084,0.5170068027210885,0.6031746031746031,0.4523809523809524,0.4013208432349998,5
sweepy-sweep-13092,63552,0.8808588244592819,VideoPrism,mean,0.9,3,0.14768649738246956,1,AdamW,step,11,sustained_phonation_a,256,768,186,0,True,False,0.0024322722314541302,no,10,186,1769406385.7190237,0.8051470588235294,0.844609132201769,0.7135135135135136,0.47357265388264375,0.70703125,0.789936323366556,0.5508982035928144,0.5542168674698795,0.5476190476190477,0.3364479080543587,10
rare-sweep-14061,35023,0.8808588244592819,VideoPrism,mean,0.9,3,0.16464735036348943,1,AdamW,reduce,11,sustained_phonation_a,256,1024,98,0,True,False,0.00959192112935771,no,5,98,1769428414.391497,0.7536764705882353,0.8445493664833851,0.6731707317073171,0.4671141119564281,0.70703125,0.7901439645625693,0.5562130177514792,0.5529411764705883,0.5595238095238095,0.4179791231135264,5
distinctive-sweep-9887,59307,0.8808588244592819,VideoPrism,mean,0.9,3,0.3116952518381147,1,AdamW,reduce,11,sustained_phonation_a,256,768,91,0,True,False,0.001015715901336044,yes,5,91,1769334323.1325085,0.8014705882352942,0.8444298350466172,0.71875,0.47313805187449737,0.70703125,0.7953349944629013,0.5454545454545454,0.5555555555555556,0.5357142857142857,0.37128067293414446,5
desert-sweep-14445,43115,0.8808588244592819,VideoPrism,mean,0.9,3,0.27354659870188935,1,AdamW,step,11,sustained_phonation_a,256,768,23,0,True,False,0.008947140269999829,no,2,23,1769436943.9169283,0.7830882352941176,0.8443700693282333,0.6974358974358974,0.4740829257404103,0.70703125,0.7929817275747508,0.5562130177514792,0.5529411764705883,0.5595238095238095,0.37861642338542223,2
earnest-sweep-8582,21360,0.8808588244592819,VideoPrism,mean,0.9,3,0.4743199343471878,1,AdamW,reduce,11,sustained_phonation_a,256,1024,22,0,True,False,0.0010723666012095502,yes,2,22,1769304708.4697547,0.7941176470588235,0.8443103036098494,0.7021276595744681,0.4688978966544656,0.69921875,0.7956118493909192,0.5276073619631901,0.5443037974683544,0.5119047619047619,0.3892310332187841,2
faithful-sweep-9140,40429,0.8808588244592819,VideoPrism,mean,0.9,3,0.3237090982615983,1,AdamW,step,11,sustained_phonation_a,256,256,113,0,True,False,0.0019496719526058224,yes,7,113,1769317166.2749977,0.8014705882352942,0.8441907721730815,0.7157894736842105,0.4704581569222843,0.70703125,0.7920127353266889,0.5283018867924528,0.56,0.5,0.39720756092318865,7
still-sweep-3358,28214,0.8808588244592819,VideoPrism,mean,0.9,3,0.26118004789364957,1,AdamW,reduce,11,sustained_phonation_a,256,512,89,0,True,False,0.001968822876099824,yes,6,89,1769184902.3884263,0.7941176470588235,0.8440114750179298,0.7171717171717171,0.48398299427593455,0.7109375,0.7902823920265781,0.5795454545454546,0.5543478260869565,0.6071428571428571,0.33194020268281493,6
electric-sweep-2779,96368,0.8808588244592819,VideoPrism,mean,0.9,3,0.18737456798236157,1,AdamW,step,11,sustained_phonation_a,256,256,176,0,True,False,0.005496212068302064,yes,10,176,1769171696.9850805,0.7720588235294118,0.843832177862778,0.696078431372549,0.48176007761674766,0.71875,0.797688261351052,0.6043956043956044,0.5612244897959183,0.6547619047619048,0.3445456357284104,10
ancient-sweep-8421,4805,0.8808588244592819,VideoPrism,mean,0.9,3,0.17565127707499736,1,AdamW,step,11,sustained_phonation_a,256,512,89,0,True,False,0.002532738085269593,yes,6,89,1769301260.7691848,0.8088235294117647,0.8437724121443939,0.717391304347826,0.47864632396137013,0.703125,0.7930509413067552,0.5064935064935064,0.5571428571428572,0.4642857142857143,0.37575626430810577,6
solar-sweep-14364,59203,0.8808588244592819,VideoPrism,mean,0.9,3,0.2686623918603719,1,AdamW,step,11,sustained_phonation_a,256,256,122,0,True,False,0.0016485666599284031,yes,8,122,1769435080.4149327,0.7941176470588235,0.8437126464260101,0.7227722772277227,0.4843330383300781,0.7109375,0.7938815060908083,0.5747126436781609,0.5555555555555556,0.5952380952380952,0.3322894513894623,8
honest-sweep-7182,24226,0.8808588244592819,VideoPrism,mean,0.9,3,0.14309808867289317,1,AdamW,reduce,11,sustained_phonation_a,256,768,84,0,True,False,0.0003830535901908465,no,5,84,1769273292.4174318,0.7977941176470589,0.8437126464260101,0.6994535519125683,0.46901310892666087,0.69921875,0.7907668881506091,0.49673202614379086,0.5507246376811594,0.4523809523809524,0.3961582713736844,5
misty-sweep-6442,43130,0.8808588244592819,VideoPrism,mean,0.9,3,0.18082222525490016,1,AdamW,reduce,11,sustained_phonation_a,256,512,113,0,True,False,0.005775794657923785,no,5,113,1769256625.841107,0.8088235294117647,0.8434735835524743,0.7263157894736842,0.4880774792502908,0.7265625,0.7978266888150609,0.5569620253164557,0.5945945945945946,0.5238095238095238,0.31759760635753304,5
silvery-sweep-10644,99509,0.8808588244592819,VideoPrism,mean,0.9,3,0.21715182485161272,1,AdamW,reduce,11,sustained_phonation_a,256,256,104,0,True,False,0.004902119485838891,yes,7,104,1769351530.2889223,0.7941176470588235,0.8434735835524743,0.7083333333333334,0.4767883069374982,0.72265625,0.7951273532668881,0.5798816568047337,0.5764705882352941,0.5833333333333334,0.3642057017552407,7
devoted-sweep-13235,32654,0.8808588244592819,VideoPrism,mean,0.9,3,0.4405324630113029,1,AdamW,reduce,11,sustained_phonation_a,256,1024,111,0,True,False,0.0004899645255997504,yes,6,111,1769409731.1501296,0.7683823529411765,0.8434138178340904,0.6956521739130435,0.4776008655043209,0.703125,0.794781284606866,0.5632183908045977,0.5444444444444444,0.5833333333333334,0.3788110328382117,6
true-sweep-1206,26776,0.8808588244592819,VideoPrism,mean,0.9,3,0.4818591974186818,1,AdamW,step,11,sustained_phonation_a,256,256,122,0,True,False,0.007031630481013464,no,8,122,1769135695.7679913,0.7794117647058824,0.8432345206789384,0.6938775510204082,0.4748681853799259,0.69921875,0.7953349944629013,0.5497076023391813,0.5402298850574713,0.5595238095238095,0.3736957890420829,8
twilight-sweep-13431,88044,0.8808588244592819,VideoPrism,mean,0.9,3,0.12959500866294513,1,AdamW,step,11,sustained_phonation_a,256,768,109,0,True,False,0.003647635490403706,yes,7,109,1769414151.901266,0.7794117647058824,0.8431149892421708,0.7,0.4763139801866868,0.71875,0.8009413067552602,0.5813953488372093,0.5681818181818182,0.5952380952380952,0.3563947849451992,7
effortless-sweep-4906,86100,0.8808588244592819,VideoPrism,mean,0.9,3,0.49825987199960886,1,AdamW,reduce,11,sustained_phonation_a,256,1024,26,0,True,False,0.0014838691450154604,no,2,26,1769222247.484116,0.7941176470588235,0.8431149892421707,0.6956521739130435,0.47369568137561574,0.703125,0.789313399778516,0.5189873417721519,0.5540540540540541,0.4880952380952381,0.3572688661021404,2
worthy-sweep-13314,79502,0.8808588244592819,VideoPrism,mean,0.9,3,0.17508020632767962,1,AdamW,reduce,11,sustained_phonation_a,256,1024,132,0,True,False,0.005330139660017865,yes,7,132,1769411572.6580029,0.7941176470588235,0.8429954578054027,0.72,0.4861806140226476,0.71484375,0.7963732004429678,0.5921787709497207,0.5578947368421052,0.6309523809523809,0.3261392789165994,7
warm-sweep-11949,28702,0.8808588244592819,VideoPrism,mean,0.9,3,0.3721836668093196,1,AdamW,reduce,11,sustained_phonation_a,256,768,189,0,True,False,0.0006050512294529931,yes,8,189,1769380679.6883404,0.7830882352941176,0.8428759263686351,0.7064676616915423,0.4768852661637699,0.69921875,0.7914590254706533,0.5497076023391813,0.5402298850574713,0.5595238095238095,0.3715878752014174,8
woven-sweep-8927,17554,0.8808588244592819,VideoPrism,mean,0.9,3,0.4808697151257828,1,AdamW,reduce,11,sustained_phonation_a,256,512,132,0,True,False,0.002549890475513441,no,7,132,1769312446.178115,0.7941176470588235,0.8428161606502511,0.7052631578947368,0.4703946779755986,0.70703125,0.7934662236987818,0.5222929936305732,0.5616438356164384,0.4880952380952381,0.4090733675890579,7
fiery-sweep-1576,84482,0.8808588244592819,VideoPrism,mean,0.9,3,0.3103385331651246,1,AdamW,reduce,11,sustained_phonation_a,256,512,78,0,True,False,0.0028526284539418544,no,4,78,1769144275.337361,0.7610294117647058,0.8426368634950993,0.6829268292682927,0.48157812567318187,0.69921875,0.7870985603543743,0.5698324022346368,0.5368421052631579,0.6071428571428571,0.3617020279205032,4
worthy-sweep-4994,61131,0.8808588244592819,VideoPrism,mean,0.9,3,0.2705825037175468,1,AdamW,reduce,11,sustained_phonation_a,256,512,151,0,True,False,0.0030096237513968296,yes,7,151,1769224138.0242808,0.8088235294117647,0.8426368634950991,0.6976744186046512,0.4856880833120907,0.734375,0.8010105204872647,0.5211267605633803,0.6379310344827587,0.44047619047619047,0.4315370450333318,7
gallant-sweep-10949,75172,0.8808588244592819,VideoPrism,mean,0.9,3,0.4882400827530743,1,AdamW,step,11,sustained_phonation_a,256,256,72,0,True,False,0.003810149244454501,no,5,72,1769358220.109599,0.7867647058823529,0.8425770977767152,0.7040816326530612,0.4774953267153571,0.70703125,0.7899363233665558,0.5664739884393064,0.550561797752809,0.5833333333333334,0.33325286743436705,5
stoic-sweep-74,98061,0.8808588244592819,VideoPrism,mean,0.9,3,0.4082489540600145,1,AdamW,step,11,sustained_phonation_a,256,768,35,0,True,False,0.005801844773441584,no,2,35,1769111328.4424305,0.7794117647058824,0.8425173320583313,0.6907216494845361,0.4897400491377887,0.7265625,0.8055094130675526,0.5882352941176471,0.5813953488372093,0.5952380952380952,0.34588464515775763,2
fluent-sweep-1771,15784,0.8808588244592819,VideoPrism,mean,0.9,3,0.31645904444915607,1,AdamW,step,11,sustained_phonation_a,256,1024,159,0,True,False,0.005765449143732271,yes,9,159,1769148774.201725,0.7573529411764706,0.8425173320583313,0.6632653061224489,0.4695635753519395,0.6796875,0.7784468438538206,0.5119047619047619,0.5119047619047619,0.5119047619047619,0.377700246645832,9
eager-sweep-5187,8465,0.8808588244592819,VideoPrism,mean,0.9,3,0.1455402002067269,1,AdamW,reduce,11,sustained_phonation_a,256,1024,70,0,True,False,0.0012521971425913496,yes,5,70,1769228328.8402674,0.7830882352941176,0.8425173320583313,0.6740331491712708,0.4649239462964675,0.72265625,0.790420819490587,0.5234899328859061,0.6,0.4642857142857143,0.4404408856597252,5
blooming-sweep-9095,42656,0.8808588244592819,VideoPrism,mean,0.9,3,0.41713776030488936,1,AdamW,reduce,11,sustained_phonation_a,256,1024,149,0,True,False,0.003016966168383959,no,9,149,1769316135.489534,0.7610294117647058,0.8424575663399474,0.6798029556650246,0.47965095323674817,0.703125,0.7889673311184939,0.5730337078651685,0.5425531914893617,0.6071428571428571,0.3414148289274393,9
devoted-sweep-8992,58464,0.8808588244592819,VideoPrism,mean,0.9,3,0.2763789935766163,1,AdamW,reduce,11,sustained_phonation_a,256,768,184,0,True,False,0.0019449263840330617,no,10,184,1769313858.1604855,0.7794117647058824,0.8423978006215634,0.7,0.47919061254052553,0.70703125,0.7922895902547066,0.5398773006134969,0.5569620253164557,0.5238095238095238,0.3666713828775937,10
generous-sweep-5515,56328,0.8808588244592819,VideoPrism,mean,0.9,3,0.18460435940246211,1,AdamW,reduce,11,sustained_phonation_a,256,768,116,0,True,False,0.0015431641092684884,yes,6,116,1769235797.958762,0.7757352941176471,0.8423380349031795,0.7024390243902439,0.4815966837546405,0.6875,0.7849529346622369,0.5402298850574713,0.5222222222222223,0.5595238095238095,0.361191615480278,6
fluent-sweep-9857,26327,0.8808588244592819,VideoPrism,mean,0.9,3,0.30846946826694865,1,AdamW,step,11,sustained_phonation_a,256,1024,53,0,True,False,0.0010486439483817125,yes,3,53,1769333596.7865484,0.7794117647058824,0.8423380349031795,0.7,0.48053259008071,0.71484375,0.7959579180509413,0.5875706214689266,0.5591397849462365,0.6190476190476191,0.3102266610172028,3
misty-sweep-4773,13402,0.8808588244592819,VideoPrism,mean,0.9,3,0.2916506150590198,1,AdamW,step,11,sustained_phonation_a,256,256,43,0,True,False,0.005585210319564793,no,4,43,1769219246.9240055,0.7610294117647058,0.8422782691847956,0.6859903381642513,0.4839746461195104,0.72265625,0.7913898117386489,0.5895953757225434,0.5730337078651685,0.6071428571428571,0.3671599911262963,4
dashing-sweep-5647,86769,0.8808588244592819,VideoPrism,mean,0.9,3,0.4434350119752509,1,AdamW,step,11,sustained_phonation_a,256,512,168,0,True,False,0.008691951836571567,no,8,168,1769238826.742059,0.7647058823529411,0.8422782691847955,0.6521739130434783,0.4699417843538172,0.71875,0.7864756367663345,0.5443037974683544,0.581081081081081,0.5119047619047619,0.3614460659472876,8
lucky-sweep-12484,1665,0.8808588244592819,VideoPrism,mean,0.9,3,0.30718666096671055,1,AdamW,step,11,sustained_phonation_a,256,1024,101,0,True,False,0.0009383670356144478,no,5,101,1769392624.5281067,0.7757352941176471,0.8422185034664117,0.7109004739336493,0.4912986965740429,0.72265625,0.7905592469545958,0.6162162162162163,0.5643564356435643,0.6785714285714286,0.3049021237434323,5
solar-sweep-7050,25367,0.8808588244592819,VideoPrism,mean,0.9,3,0.4191049107855539,1,AdamW,step,11,sustained_phonation_a,256,512,38,0,True,False,0.0008967247624551547,yes,2,38,1769270188.3930085,0.7977941176470589,0.8422185034664116,0.6961325966850829,0.4698072531644036,0.703125,0.7908361018826134,0.5128205128205128,0.5555555555555556,0.47619047619047616,0.39464333347877345,2
leafy-sweep-5683,75571,0.8808588244592819,VideoPrism,mean,0.9,3,0.12805372364642673,1,AdamW,step,11,sustained_phonation_a,256,768,142,0,True,False,0.004123776747209531,no,8,142,1769239587.708331,0.7867647058823529,0.8420989720296438,0.6914893617021277,0.4699731083477245,0.71484375,0.7920819490586931,0.5408805031446541,0.5733333333333334,0.5119047619047619,0.37706588314727074,8
spring-sweep-12104,54035,0.8808588244592819,VideoPrism,mean,0.9,3,0.4875928063019058,1,AdamW,reduce,11,sustained_phonation_a,256,768,188,0,True,False,0.0008836997790382572,no,9,188,1769384134.2623224,0.7977941176470589,0.8420392063112598,0.708994708994709,0.4746027343413409,0.69921875,0.7902131782945737,0.5389221556886228,0.5421686746987951,0.5357142857142857,0.3524125911502125,9
copper-sweep-557,75977,0.8808588244592819,VideoPrism,mean,0.9,3,0.3998421946978795,1,AdamW,reduce,11,sustained_phonation_a,256,512,99,0,True,False,0.00035110390582993424,no,6,99,1769120626.5880053,0.7904411764705882,0.841979440592876,0.6951871657754011,0.47691918471280265,0.70703125,0.7940199335548171,0.5454545454545454,0.5555555555555556,0.5357142857142857,0.36021485813276616,6
dandy-sweep-4606,3129,0.8808588244592819,VideoPrism,mean,0.9,3,0.3625561046090386,1,AdamW,step,11,sustained_phonation_a,256,256,76,0,True,False,0.0011903461243432194,yes,5,76,1769215197.8430097,0.7904411764705882,0.8418599091561081,0.6951871657754011,0.469868169111364,0.69921875,0.7892441860465116,0.5157232704402516,0.5466666666666666,0.4880952380952381,0.398790682685102,5
dutiful-sweep-13075,68825,0.8808588244592819,VideoPrism,mean,0.9,3,0.11535518241743868,1,AdamW,step,11,sustained_phonation_a,256,768,103,0,True,False,0.003354669392369864,no,6,103,1769406035.7159076,0.7904411764705882,0.8418599091561081,0.6666666666666666,0.4741450267679551,0.71875,0.7859911406423035,0.4929577464788733,0.603448275862069,0.4166666666666667,0.4524446649631919,6
glorious-sweep-9488,85809,0.8808588244592819,VideoPrism,mean,0.9,3,0.4862116476885524,1,AdamW,step,11,sustained_phonation_a,256,768,65,0,True,False,0.0015090755135894554,yes,4,65,1769324919.496409,0.8088235294117647,0.8418599091561081,0.7142857142857143,0.4711109610164867,0.72265625,0.7924972314507196,0.5234899328859061,0.6,0.4642857142857143,0.41927757061146137,4
brisk-sweep-9674,65199,0.8808588244592819,VideoPrism,mean,0.9,3,0.10319141112395172,1,AdamW,reduce,11,sustained_phonation_a,256,1024,126,0,True,False,0.001598295435206886,yes,7,126,1769329133.9818778,0.7977941176470589,0.8416806120009563,0.729064039408867,0.4810435421326581,0.6953125,0.7870293466223699,0.5411764705882353,0.5348837209302325,0.5476190476190477,0.3587547613283118,7
glad-sweep-10111,2057,0.8808588244592819,VideoPrism,mean,0.9,3,0.27601249993517485,1,AdamW,reduce,11,sustained_phonation_a,256,512,101,0,True,False,0.0025809939877505933,no,5,101,1769339412.783412,0.7757352941176471,0.8416806120009562,0.6839378238341969,0.471811501418843,0.69921875,0.7830149501661129,0.5389221556886228,0.5421686746987951,0.5357142857142857,0.38885323679921713,5
